date,All-pd,All-pt,Male-pd,Male-pt,Female-pd,Female-pt,Fraser-pd,Fraser-pt,Interior-pd,Interior-pt,Northern-pd,Northern-pt,Out of Canada-pd,Out of Canada-pt,Vancouver Coastal-pd,Vancouver Coastal-pt,Vancouver Island-pd,Vancouver Island-pt,40-49-pd,40-49-pt,50-59-pd,50-59-pt,20-29-pd,20-29-pt,30-39-pd,30-39-pt,60-69-pd,60-69-pt,80-89-pd,80-89-pt,70-79-pd,70-79-pt,10-19-pd,10-19-pt,90+-pd,90+-pt,<10-pd,<10-pt,Unknown-pd,Unknown-pt
2020-03-29,48,970,23,429,25,541,18,339,8,81,0,13,0,11,22,461,0,65,4,147,8,188,3,81,8,176,10,139,3,78,7,109,0,10,5,38,0,4,0,0
2020-03-30,50,1020,21,450,29,570,19,358,5,86,2,15,0,11,23,484,1,66,4,151,11,199,4,85,10,186,6,145,5,83,6,115,0,10,4,42,0,4,0,0
2020-03-31,54,1074,34,484,20,590,17,375,13,99,1,16,1,12,17,501,5,71,11,162,13,212,1,86,10,196,8,153,4,87,6,121,0,10,1,43,0,4,0,0
2020-04-01,59,1133,29,513,30,620,22,397,14,113,1,17,0,12,22,523,0,71,13,175,14,226,2,88,11,207,9,162,3,90,2,123,0,10,5,48,0,4,0,0
2020-04-02,44,1177,19,532,25,645,20,417,0,113,4,21,0,12,18,541,2,73,4,179,9,235,5,93,6,213,8,170,7,97,2,125,0,10,3,51,0,4,0,0
2020-04-03,38,1215,18,550,20,665,16,433,6,119,0,21,0,12,13,554,3,76,5,184,6,241,3,96,2,215,6,176,5,102,10,135,0,10,1,52,0,4,0,0
2020-04-04,29,1244,14,564,15,680,12,445,0,119,1,22,0,12,13,567,3,79,3,187,6,247,2,98,0,215,5,181,4,106,7,142,0,10,2,54,0,4,0,0
2020-04-05,15,1259,4,568,11,691,6,451,1,120,1,23,0,12,7,574,0,79,2,189,3,250,1,99,1,216,2,183,4,110,2,144,0,10,0,54,0,4,0,0
2020-04-06,49,1308,25,593,24,715,24,475,0,120,0,23,0,12,25,599,0,79,7,196,7,257,1,100,5,221,10,193,5,115,8,152,0,10,6,60,0,4,0,0
2020-04-07,34,1342,19,612,15,730,22,497,1,121,0,23,0,12,9,608,2,81,6,202,3,260,3,103,6,227,5,198,2,117,6,158,0,10,3,63,0,4,0,0
2020-04-08,32,1374,20,632,12,742,19,516,1,122,1,24,0,12,10,618,1,82,5,207,6,266,1,104,7,234,5,203,4,121,2,160,0,10,2,65,0,4,0,0
2020-04-09,42,1416,21,653,21,763,31,547,1,123,2,26,0,12,6,624,2,84,10,217,6,272,6,110,7,241,4,207,5,126,2,162,1,11,1,66,0,4,0,0
2020-04-10,28,1444,14,667,14,777,16,563,0,123,0,26,0,12,12,636,0,84,3,220,9,281,0,110,5,246,5,212,3,129,1,163,0,11,2,68,0,4,0,0
2020-04-11,24,1468,10,677,14,791,14,577,4,127,0,26,0,12,4,640,2,86,1,221,7,288,2,112,2,248,5,217,3,132,2,165,0,11,2,70,0,4,0,0
2020-04-12,16,1484,9,686,7,798,13,590,0,127,0,26,0,12,2,642,1,87,3,224,3,291,1,113,1,249,4,221,2,134,1,166,1,12,0,70,0,4,0,0
2020-04-13,29,1513,13,699,16,814,11,601,4,131,2,28,0,12,10,652,2,89,6,230,6,297,2,115,3,252,2,223,1,135,6,172,1,13,2,72,0,4,0,0
2020-04-14,37,1550,25,724,12,826,17,618,2,133,3,31,0,12,12,664,3,92,3,233,6,303,2,117,8,260,6,229,3,138,5,177,0,13,1,73,3,7,0,0
2020-04-15,26,1576,13,737,13,839,19,637,3,136,1,32,0,12,1,665,2,94,5,238,5,308,6,123,4,264,1,230,1,139,3,180,0,13,1,74,0,7,0,0
2020-04-16,39,1615,29,766,10,849,25,662,3,139,1,33,0,12,10,675,0,94,3,241,9,317,8,131,9,273,2,232,3,142,2,182,0,13,3,77,0,7,0,0
2020-04-17,24,1639,11,777,13,862,12,674,2,141,1,34,0,12,6,681,3,97,3,244,9,326,3,134,2,275,1,233,1,143,2,184,0,13,2,79,1,8,0,0
2020-04-18,24,1663,8,785,16,878,6,680,0,141,5,39,0,12,9,690,4,101,1,245,4,330,2,136,3,278,2,235,2,145,4,188,1,14,5,84,0,8,0,0
2020-04-19,21,1684,14,799,7,885,9,689,5,146,1,40,0,12,5,695,1,102,5,250,2,332,1,137,3,281,2,237,1,146,3,191,2,16,2,86,0,8,0,0
2020-04-20,45,1729,19,818,26,911,31,720,2,148,0,40,0,12,5,700,7,109,4,254,9,341,5,142,10,291,4,241,6,152,2,193,1,17,4,90,0,8,0,0
2020-04-21,54,1783,25,843,29,940,17,737,1,149,0,40,1,13,35,735,0,109,7,261,19,360,3,145,5,296,8,249,6,158,2,195,1,18,3,93,0,8,0,0
2020-04-22,31,1814,12,855,19,959,12,749,6,155,2,42,0,13,9,744,2,111,12,273,2,362,1,146,5,301,3,252,3,161,0,195,2,20,1,94,2,10,0,0
2020-04-23,63,1877,44,899,19,978,41,790,4,159,0,42,2,15,12,756,4,115,11,284,17,379,9,155,11,312,8,260,2,163,3,198,0,20,2,96,0,10,0,0
2020-04-24,71,1948,41,940,30,1008,56,846,3,162,0,42,1,16,10,766,1,116,12,296,13,392,13,168,17,329,4,264,4,167,2,200,3,23,3,99,0,10,0,0
2020-04-25,31,1979,13,953,18,1026,11,857,1,163,0,42,0,16,18,784,1,117,6,302,6,398,4,172,3,332,2,266,4,171,1,201,2,25,3,102,0,10,0,0
2020-04-26,24,2003,11,964,13,1039,21,878,1,164,0,42,0,16,1,785,1,118,2,304,9,407,6,178,3,335,1,267,0,171,0,201,2,27,0,102,1,11,0,0
2020-04-27,58,2061,29,993,29,1068,35,913,3,167,3,45,1,17,13,798,3,121,8,312,10,417,9,187,12,347,6,273,2,173,3,204,6,33,0,102,2,13,0,0
2020-04-28,30,2091,12,1005,18,1086,22,935,2,169,1,46,0,17,4,802,1,122,7,319,4,421,3,190,3,350,8,281,2,175,1,205,0,33,1,103,1,14,0,0
2020-04-29,29,2120,15,1020,14,1100,24,959,2,171,0,46,0,17,3,805,0,122,4,323,5,426,3,193,8,358,4,285,2,177,2,207,0,33,0,103,1,15,0,0
2020-04-30,29,2149,14,1034,15,1115,11,970,5,176,3,49,0,17,9,814,1,123,6,329,9,435,9,202,2,360,1,286,0,177,2,209,0,33,0,103,0,15,0,0
2020-05-01,35,2184,16,1050,19,1134,27,997,1,177,0,49,1,18,4,818,2,125,8,337,2,437,9,211,8,368,4,290,0,177,1,210,1,34,0,103,2,17,0,0
2020-05-02,23,2207,15,1065,8,1142,11,1008,1,178,1,50,0,18,9,827,1,126,2,339,3,440,4,215,5,373,4,294,3,180,0,210,1,35,1,104,0,17,0,0
2020-05-03,18,2225,10,1075,8,1150,11,1019,0,178,1,51,1,19,5,832,0,126,4,343,2,442,2,217,3,376,1,295,3,183,1,211,1,36,1,105,0,17,0,0
2020-05-04,24,2249,9,1084,15,1165,21,1040,0,178,0,51,1,20,2,834,0,126,1,344,6,448,3,220,7,383,1,296,2,185,1,212,0,36,0,105,3,20,0,0
2020-05-05,25,2274,12,1096,13,1178,16,1056,1,179,3,54,0,20,5,839,0,126,2,346,5,453,2,222,7,390,4,300,3,188,0,212,2,38,0,105,0,20,0,0
2020-05-06,16,2290,5,1101,11,1189,7,1063,1,180,0,54,0,20,8,847,0,126,2,348,4,457,2,224,1,391,3,303,0,188,1,213,0,38,2,107,1,21,0,0
2020-05-07,24,2314,8,1109,16,1205,14,1077,1,181,1,55,0,20,7,854,1,127,4,352,3,460,3,227,4,395,1,304,1,189,3,216,1,39,2,109,2,23,0,0
2020-05-08,14,2328,7,1116,7,1212,10,1087,0,181,1,56,0,20,3,857,0,127,0,352,1,461,2,229,4,399,1,305,0,189,2,218,2,41,1,110,1,24,0,0
2020-05-09,13,2341,8,1124,5,1217,13,1100,0,181,0,56,0,20,0,857,0,127,2,354,4,465,1,230,1,400,0,305,2,191,2,220,1,42,0,110,0,24,0,0
2020-05-10,13,2354,9,1133,4,1221,7,1107,4,185,1,57,0,20,1,858,0,127,3,357,0,465,2,232,5,405,0,305,2,193,1,221,0,42,0,110,0,24,0,0
2020-05-11,12,2366,6,1139,6,1227,10,1117,0,185,0,57,0,20,2,860,0,127,2,359,1,466,1,233,0,405,1,306,5,198,1,222,0,42,1,111,0,24,0,0
2020-05-12,10,2376,6,1145,4,1231,6,1123,2,187,0,57,0,20,2,862,0,127,3,362,2,468,0,233,1,406,1,307,0,198,2,224,1,43,0,111,0,24,0,0
2020-05-13,24,2400,11,1156,13,1244,22,1145,0,187,1,58,1,21,0,862,0,127,4,366,2,470,0,233,0,406,2,309,8,206,3,227,0,43,5,116,0,24,0,0
2020-05-14,8,2408,4,1160,4,1248,8,1153,0,187,0,58,0,21,0,862,0,127,1,367,0,470,2,235,1,407,2,311,0,206,1,228,1,44,0,116,0,24,0,0
2020-05-15,18,2426,4,1164,14,1262,17,1170,0,187,1,59,0,21,0,862,0,127,2,369,2,472,2,237,1,408,0,311,3,209,2,230,0,44,5,121,1,25,0,0
2020-05-16,11,2437,5,1169,6,1268,6,1176,0,187,1,60,0,21,4,866,0,127,1,370,1,473,1,238,3,411,3,314,0,209,1,231,0,44,1,122,0,25,0,0
2020-05-17,9,2446,4,1173,5,1273,6,1182,0,187,0,60,1,22,2,868,0,127,2,372,2,475,3,241,0,411,2,316,0,209,0,231,0,44,0,122,0,25,0,0
2020-05-18,10,2456,5,1178,5,1278,8,1190,0,187,0,60,1,23,1,869,0,127,0,372,2,477,3,244,4,415,0,316,0,209,1,232,0,44,0,122,0,25,0,0
2020-05-19,13,2469,9,1187,4,1282,11,1201,1,188,0,60,1,24,0,869,0,127,3,375,0,477,2,246,3,418,1,317,2,211,1,233,1,45,0,122,0,25,0,0
2020-05-20,14,2483,8,1195,6,1288,10,1211,3,191,0,60,1,25,0,869,0,127,0,375,6,483,0,246,3,421,0,317,0,211,3,236,1,46,0,122,1,26,0,0
2020-05-21,23,2506,15,1210,8,1296,15,1226,1,192,2,62,0,25,3,872,2,129,9,384,1,484,4,250,6,427,1,318,0,211,0,236,2,48,0,122,0,26,0,0
2020-05-22,8,2514,6,1216,2,1298,6,1232,0,192,0,62,0,25,1,873,1,130,1,385,1,485,4,254,1,428,0,318,0,211,1,237,0,48,0,122,0,26,0,0
2020-05-23,8,2522,4,1220,4,1302,6,1238,0,192,0,62,0,25,2,875,0,130,2,387,0,485,1,255,2,430,0,318,0,211,1,238,1,49,1,123,0,26,0,0
2020-05-24,10,2532,3,1223,7,1309,8,1246,0,192,0,62,2,27,0,875,0,130,3,390,0,485,2,257,2,432,0,318,0,211,0,238,1,50,0,123,0,26,2,2
2020-05-25,7,2539,2,1225,5,1314,6,1252,0,192,0,62,0,27,1,876,0,130,1,391,1,486,2,259,0,432,0,318,1,212,0,238,0,50,2,125,0,26,0,2
2020-05-26,5,2544,2,1227,3,1317,4,1256,0,192,1,63,0,27,0,876,0,130,0,391,2,488,0,259,1,433,1,319,0,212,0,238,0,50,1,126,0,26,0,2
2020-05-27,9,2553,4,1231,5,1322,6,1262,1,193,0,63,0,27,2,878,0,130,1,392,1,489,3,262,2,435,0,319,0,212,1,239,0,50,1,127,0,26,0,2
2020-05-28,9,2562,3,1234,6,1328,9,1271,0,193,0,63,0,27,0,878,0,130,1,393,0,489,2,264,2,437,1,320,0,212,1,240,0,50,1,128,1,27,0,2
2020-05-29,12,2574,6,1240,6,1334,9,1280,0,193,1,64,0,27,2,880,0,130,0,393,2,491,4,268,4,441,0,320,1,213,0,240,0,50,0,128,1,28,0,2
2020-05-30,13,2587,8,1248,5,1339,13,1293,0,193,0,64,0,27,0,880,0,130,2,395,2,493,3,271,4,445,1,321,0,213,0,240,1,51,0,128,0,28,0,2
2020-05-31,9,2596,4,1252,5,1344,7,1300,0,193,0,64,0,27,2,882,0,130,2,397,1,494,3,274,0,445,1,322,0,213,0,240,0,51,0,128,2,30,0,2
2020-06-01,13,2609,6,1258,7,1351,13,1313,0,193,0,64,0,27,0,882,0,130,2,399,3,497,6,280,0,445,0,322,0,213,1,241,0,51,0,128,1,31,0,2
2020-06-02,12,2621,8,1266,4,1355,10,1323,0,193,0,64,0,27,2,884,0,130,1,400,2,499,2,282,3,448,1,323,0,213,1,242,1,52,0,128,1,32,0,2
2020-06-03,3,2624,3,1269,0,1355,3,1326,0,193,0,64,0,27,0,884,0,130,1,401,1,500,0,282,0,448,0,323,0,213,0,242,1,53,0,128,0,32,0,2
2020-06-04,9,2633,4,1273,5,1360,9,1335,0,193,0,64,0,27,0,884,0,130,0,401,4,504,1,283,3,451,0,323,0,213,0,242,1,54,0,128,0,32,0,2
2020-06-05,5,2638,2,1275,3,1363,5,1340,0,193,0,64,0,27,0,884,0,130,0,401,1,505,0,283,2,453,0,323,0,213,0,242,1,55,0,128,1,33,0,2
2020-06-06,11,2649,5,1280,6,1369,10,1350,0,193,0,64,1,28,0,884,0,130,0,401,1,506,3,286,2,455,2,325,1,214,2,244,0,55,0,128,0,33,0,2
2020-06-07,8,2657,5,1285,3,1372,8,1358,0,193,0,64,0,28,0,884,0,130,1,402,0,506,4,290,0,455,2,327,0,214,0,244,0,55,0,128,1,34,0,2
2020-06-08,6,2663,4,1289,2,1374,4,1362,0,193,1,65,0,28,1,885,0,130,0,402,0,506,1,291,3,458,0,327,0,214,0,244,0,55,0,128,2,36,0,2
2020-06-09,15,2678,6,1295,9,1383,11,1373,0,193,0,65,0,28,4,889,0,130,1,403,2,508,3,294,0,458,4,331,2,216,0,244,2,57,0,128,1,37,0,2
2020-06-10,18,2696,10,1305,8,1391,13,1386,0,193,0,65,3,31,2,891,0,130,2,405,3,511,6,300,2,460,1,332,1,217,1,245,1,58,0,128,1,38,0,2
2020-06-11,11,2707,7,1312,4,1395,4,1390,0,193,0,65,2,33,5,896,0,130,3,408,3,514,0,300,1,461,0,332,2,219,0,245,0,58,1,129,0,38,1,3
2020-06-12,16,2723,3,1315,13,1408,11,1401,0,193,0,65,0,33,5,901,0,130,2,410,1,515,3,303,1,462,0,332,2,221,4,249,2,60,1,130,0,38,0,3
2020-06-13,15,2738,9,1324,6,1414,10,1411,0,193,0,65,1,34,4,905,0,130,2,412,1,516,2,305,3,465,2,334,2,223,2,251,1,61,0,130,0,38,0,3
2020-06-14,7,2745,3,1327,4,1418,4,1415,0,193,0,65,1,35,2,907,0,130,0,412,1,517,3,308,1,466,0,334,1,224,0,251,0,61,1,131,0,38,0,3
2020-06-15,8,2753,1,1328,7,1425,5,1420,0,193,0,65,0,35,3,910,0,130,1,413,0,517,2,310,1,467,0,334,1,225,2,253,0,61,1,132,0,38,0,3
2020-06-16,23,2776,14,1342,9,1434,15,1435,1,194,0,65,2,37,5,915,0,130,1,414,5,522,4,314,4,471,1,335,2,227,3,256,2,63,0,132,1,39,0,3
2020-06-17,6,2782,3,1345,3,1437,3,1438,0,194,0,65,1,38,2,917,0,130,0,414,1,523,1,315,0,471,0,335,0,227,3,259,0,63,1,133,0,39,0,3
2020-06-18,6,2788,3,1348,3,1440,5,1443,0,194,0,65,0,38,1,918,0,130,2,416,0,523,1,316,1,472,0,335,0,227,0,259,0,63,2,135,0,39,0,3
2020-06-19,7,2795,5,1353,2,1442,4,1447,1,195,0,65,0,38,1,919,1,131,2,418,1,524,2,318,1,473,0,335,0,227,0,259,1,64,0,135,0,39,0,3
2020-06-20,8,2803,4,1357,4,1446,7,1454,1,196,0,65,0,38,0,919,0,131,2,420,2,526,1,319,2,475,0,335,0,227,0,259,1,65,0,135,0,39,0,3
2020-06-21,19,2822,11,1368,8,1454,15,1469,0,196,0,65,1,39,3,922,0,131,1,421,5,531,3,322,2,477,1,336,2,229,0,259,3,68,1,136,1,40,0,3
2020-06-22,9,2831,4,1372,5,1459,5,1474,0,196,0,65,1,40,3,925,0,131,2,423,1,532,0,322,1,478,0,336,0,229,1,260,0,68,3,139,1,41,0,3
2020-06-23,19,2850,8,1380,11,1470,17,1491,0,196,0,65,0,40,2,927,0,131,2,425,3,535,4,326,2,480,0,336,2,231,2,262,3,71,1,140,0,41,0,3
2020-06-24,19,2869,10,1390,9,1479,11,1502,0,196,0,65,1,41,7,934,0,131,1,426,0,535,5,331,10,490,1,337,0,231,0,262,0,71,2,142,0,41,0,3
2020-06-25,7,2876,3,1393,4,1483,6,1508,0,196,0,65,0,41,1,935,0,131,0,426,2,537,2,333,1,491,2,339,0,231,0,262,0,71,0,142,0,41,0,3
2020-06-26,11,2887,5,1398,6,1489,5,1513,2,198,0,65,2,43,2,937,0,131,3,429,0,537,3,336,1,492,0,339,0,231,1,263,1,72,1,143,0,41,1,4
2020-06-27,11,2898,4,1402,7,1496,7,1520,0,198,0,65,0,43,4,941,0,131,0,429,0,537,3,339,1,493,1,340,2,233,0,263,0,72,2,145,2,43,0,4
2020-06-28,8,2906,4,1406,4,1500,6,1526,0,198,0,65,0,43,2,943,0,131,4,433,0,537,1,340,2,495,0,340,1,234,0,263,0,72,0,145,0,43,0,4
2020-06-29,8,2914,4,1410,4,1504,5,1531,0,198,0,65,0,43,2,945,1,132,2,435,1,538,1,341,1,496,0,340,0,234,0,263,3,75,0,145,0,43,0,4
2020-06-30,15,2929,8,1418,7,1511,8,1539,0,198,0,65,1,44,5,950,1,133,2,437,2,540,3,344,4,500,0,340,1,235,0,263,1,76,1,146,1,44,0,4
2020-07-01,11,2940,6,1424,5,1516,8,1547,1,199,0,65,1,45,1,951,0,133,2,439,0,540,2,346,3,503,0,340,0,235,0,263,1,77,0,146,3,47,0,4
2020-07-02,9,2949,5,1429,4,1520,2,1549,1,200,0,65,1,46,5,956,0,133,1,440,1,541,4,350,0,503,0,340,2,237,0,263,1,78,0,146,0,47,0,4
2020-07-03,14,2963,8,1437,6,1526,9,1558,1,201,0,65,1,47,3,959,0,133,0,440,2,543,4,354,3,506,1,341,0,237,1,264,1,79,0,146,2,49,0,4
2020-07-04,14,2977,3,1440,11,1537,8,1566,0,201,0,65,1,48,5,964,0,133,4,444,2,545,3,357,3,509,2,343,0,237,0,264,0,79,0,146,0,49,0,4
2020-07-05,7,2984,4,1444,3,1540,1,1567,0,201,0,65,1,49,5,969,0,133,1,445,1,546,1,358,1,510,0,343,0,237,0,264,2,81,1,147,0,49,0,4
2020-07-06,11,2995,3,1447,8,1548,10,1577,0,201,0,65,0,49,1,970,0,133,2,447,1,547,3,361,0,510,2,345,1,238,1,265,1,82,0,147,0,49,0,4
2020-07-07,17,3012,10,1457,7,1555,11,1588,0,201,0,65,0,49,6,976,0,133,2,449,2,549,5,366,3,513,0,345,1,239,2,267,2,84,0,147,0,49,0,4
2020-07-08,19,3031,9,1466,10,1565,12,1600,1,202,0,65,0,49,6,982,0,133,1,450,2,551,11,377,3,516,0,345,0,239,1,268,1,85,0,147,0,49,0,4
2020-07-09,20,3051,8,1474,12,1577,13,1613,2,204,0,65,0,49,3,985,2,135,1,451,3,554,3,380,3,519,2,347,1,240,0,268,6,91,0,147,1,50,0,4
2020-07-10,27,3078,16,1490,11,1588,14,1627,3,207,0,65,0,49,10,995,0,135,2,453,2,556,15,395,4,523,1,348,0,240,2,270,1,92,0,147,0,50,0,4
2020-07-11,22,3100,6,1496,16,1604,12,1639,1,208,0,65,0,49,9,1004,0,135,4,457,2,558,4,399,6,529,1,349,1,241,0,270,3,95,0,147,1,51,0,4
2020-07-12,18,3118,8,1504,10,1614,8,1647,1,209,0,65,0,49,9,1013,0,135,3,460,3,561,3,402,4,533,2,351,1,242,0,270,1,96,1,148,0,51,0,4
2020-07-13,13,3131,7,1511,6,1620,8,1655,2,211,0,65,1,50,2,1015,0,135,4,464,4,565,3,405,1,534,0,351,0,242,1,271,0,96,0,148,0,51,0,4
2020-07-14,22,3153,11,1522,11,1631,9,1664,6,217,0,65,0,50,7,1022,0,135,0,464,3,568,5,410,4,538,4,355,1,243,2,273,3,99,0,148,0,51,0,4
2020-07-15,29,3182,16,1538,13,1644,8,1672,13,230,2,67,0,50,5,1027,1,136,1,465,4,572,12,422,4,542,5,360,1,244,0,273,2,101,0,148,0,51,0,4
2020-07-16,25,3207,15,1553,10,1654,6,1678,15,245,1,68,0,50,3,1030,0,136,5,470,1,573,9,431,7,549,2,362,0,244,0,273,1,102,0,148,0,51,0,4
2020-07-17,39,3246,18,1571,21,1675,14,1692,17,262,1,69,0,50,7,1037,0,136,4,474,4,577,16,447,8,557,1,363,0,244,2,275,1,103,0,148,1,52,2,6
2020-07-18,21,3267,6,1577,15,1690,12,1704,6,268,0,69,2,52,1,1038,0,136,0,474,4,581,10,457,3,560,0,363,0,244,1,276,3,106,0,148,0,52,0,6
2020-07-19,39,3306,17,1594,22,1712,16,1720,17,285,0,69,1,53,1,1039,4,140,5,479,4,585,18,475,4,564,2,365,2,246,0,276,2,108,0,148,2,54,0,6
2020-07-20,25,3331,16,1610,9,1721,11,1731,6,291,0,69,2,55,6,1045,0,140,4,483,3,588,8,483,4,568,2,367,1,247,1,277,1,109,0,148,1,55,0,6
2020-07-21,32,3363,19,1629,13,1734,14,1745,12,303,0,69,0,55,5,1050,1,141,5,488,1,589,9,492,9,577,1,368,1,248,1,278,0,109,1,149,4,59,0,6
2020-07-22,39,3402,21,1650,18,1752,12,1757,14,317,8,77,2,57,2,1052,1,142,3,491,4,593,12,504,10,587,1,369,1,249,2,280,6,115,0,149,0,59,0,6
2020-07-23,28,3430,12,1662,16,1768,11,1768,6,323,3,80,0,57,8,1060,0,142,3,494,2,595,7,511,5,592,6,375,3,252,1,281,0,115,0,149,0,59,1,7
2020-07-24,29,3459,17,1679,12,1780,5,1773,21,344,0,80,1,58,2,1062,0,142,3,497,2,597,11,522,5,597,0,375,1,253,1,282,4,119,0,149,2,61,0,7
2020-07-25,22,3481,14,1693,8,1788,13,1786,6,350,0,80,1,59,2,1064,0,142,2,499,5,602,9,531,1,598,1,376,0,253,0,282,4,123,0,149,0,61,0,7
2020-07-26,23,3504,8,1701,15,1803,14,1800,6,356,1,81,0,59,1,1065,1,143,6,505,3,605,4,535,2,600,4,380,0,253,0,282,3,126,0,149,1,62,0,7
2020-07-27,18,3522,8,1709,10,1813,12,1812,3,359,0,81,0,59,3,1068,0,143,6,511,1,606,4,539,3,603,0,380,0,253,0,282,4,130,0,149,0,62,0,7
