date,AK-nt,AL-nt,AR-nt,AZ-nt,CA-nt,CO-nt,CT-nt,DC-nt,DE-nt,FL-nt,GA-nt,IA-nt,ID-nt,IL-nt,IN-nt,KS-nt,KY-nt,LA-nt,MA-nt,MD-nt,ME-nt,MI-nt,MN-nt,MO-nt,MS-nt,MT-nt,NC-nt,ND-nt,NE-nt,NH-nt,NJ-nt,NM-nt,NV-nt,NY-nt,OH-nt,OK-nt,OR-nt,PA-nt,PR-nt,RI-nt,SC-nt,TN-nt,TX-nt,UT-nt,VA-nt,VT-nt,WA-nt,WI-nt,WV-nt,WY-nt,SD-nt,HI-nt
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37256,,,,,,,,,,,,,
2020-07-28,,,,,,,,,,,,,,,,,,447707,,,,,,152252,,,,,140952,,,,,,,62690,,,37256,,,,,,,,,,,,,
2020-07-29,,282151,122618,,,,,,54121,,,269395,,500038,,46540,,447707,,,,,193458,152252,,5209,253891,54911,140952,,,41849,,,267763,62690,,,37256,,,,1645227,,,,153181,,,,,
2020-07-30,,282151,122618,,2231479,132747,121771,26695,54121,,,269395,,500038,,46540,106565,447707,286868,,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,,41849,149065,,267763,62690,,,37256,31698,401430,419019,1645227,97451,,3125,153181,104011,21949,,,
2020-07-31,,282151,122618,569628,2231479,132747,121771,26695,54121,885720,,269395,,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,149065,4571100,267763,62690,,1304700,37256,31698,401430,419019,1645227,97451,344965,3125,153181,104011,21949,,,
2020-08-01,,282151,122618,569628,2231479,132747,121771,26695,54121,885720,,269395,,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,149065,4571100,267763,62690,,1304700,37256,31698,401430,419019,1645227,97451,344965,3125,153181,104011,21949,,,
2020-08-02,,282151,122618,569628,2231479,132747,121771,26695,54121,885720,700229,269395,,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,149065,4571100,267763,62690,,1304700,37256,31698,401430,419019,1645227,97451,344965,3125,153181,104011,21949,,,
2020-08-03,,282151,122618,569628,2231479,132747,121771,26695,54121,885720,700229,269395,,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,157249,4571100,267763,62690,,1304700,37256,31698,401430,419019,1645227,97451,344965,3125,153181,104011,21949,,,
2020-08-04,,282151,122618,569628,2231479,132747,117294,26695,54121,889465,700229,269395,75951,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,165433,4571100,267763,62690,,1304700,37256,31698,401430,419019,1645227,97451,344965,3125,153181,104011,21949,,,
2020-08-05,,282151,122618,569628,2231479,132747,112817,26695,54121,893210,700229,269395,75951,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,173617,4571100,267763,78362,93885,1304700,37256,31698,401430,419019,1645227,97451,344965,3125,153181,104011,21949,,,
2020-08-06,2216,282151,122618,569628,2162968,132747,108340,26695,54121,896955,700229,269395,75951,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,181801,4571100,267763,94035,93885,1304700,37256,31698,401430,419019,1669128,97451,344965,3125,153181,104011,21949,,,
2020-08-07,2216,282151,122618,569628,2094458,132747,103863,26695,54121,900700,700229,269395,75951,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,189985,4571100,267763,109707,93885,1304700,37256,31698,401430,419019,1693030,97451,344965,3125,153181,104011,21949,,,
2020-08-08,2216,282151,122618,569628,2025948,149340,99386,26695,54121,904445,700229,269395,75951,500038,146023,46540,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,198169,4571100,267763,125380,93885,1304700,49675,31698,401430,419019,1716931,97451,344965,3125,153181,104011,21949,,,
2020-08-09,2216,282151,122618,569628,1957438,165934,94909,26695,54121,908190,700229,269395,75951,500038,146023,66901,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,206353,4571100,267763,141052,93885,1304700,62094,31698,401430,419019,1740833,97451,344965,3125,153181,104011,21949,,,
2020-08-10,2216,282151,122618,569628,1888927,182528,90432,26695,54121,911935,700229,269395,75951,500038,146023,87263,106565,447707,286868,582333,6664,338555,193458,152252,212202,5209,253891,54911,140952,10749,1314513,41849,214537,4571100,267763,156725,93885,1304700,74513,31698,401430,419019,1764734,97451,344965,3125,153181,104011,21949,,,
2020-08-11,2216,282151,122618,569628,1820417,182528,85956,26695,54121,915680,700229,269395,75951,564145,146023,107625,106565,447707,269792,582333,6664,338555,193458,182702,212202,9376,385914,54911,140952,10749,1314513,41849,222721,4571100,267763,156725,93885,1304700,74513,31698,401430,419019,1788636,97451,344965,3125,153181,104011,21949,,,
2020-08-12,9601,282151,122618,326494,1751907,182528,85956,26695,54121,919425,731121,269395,77639,628253,205760,107625,106565,447707,252717,420240,7997,418214,193458,213152,212202,13543,385914,54911,140952,10749,1083585,41849,230905,4041401,244479,156725,97967,1291909,74513,38038,401430,445623,1812538,114961,395447,2500,218830,104011,21949,,,
2020-08-13,9601,282151,122618,326494,1683397,182528,85956,26695,54121,923170,762014,269395,77639,628253,205760,107625,106565,447707,252717,420240,7997,418214,193458,213152,212202,13543,385914,4513,140952,10749,1083585,41849,230905,4041401,244479,156725,97967,1291909,74513,38038,401430,445623,1812538,132472,395447,1875,218830,104011,21949,4655,,
2020-08-14,9601,369716,89720,326494,1683397,182528,85956,46546,80707,926916,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,213152,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,156725,97967,1291909,74513,38038,297356,445623,1812538,149983,395447,1875,218830,190687,40239,4655,,
2020-08-15,9601,369716,89720,326494,1683397,182528,85956,46546,80707,945929,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,213152,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,156725,97967,1291909,74513,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-16,9601,369716,89720,326494,1683397,182528,85956,46546,80707,964943,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,213152,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,156725,97967,1291909,74513,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-17,9601,369716,89720,326494,1683397,182528,85956,46546,80707,983957,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,213152,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,156725,97967,1291909,74513,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-18,9601,369716,89720,326494,1683397,182528,85956,46546,80707,1002970,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,213152,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,156725,97967,1291909,75964,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-19,9601,369716,89720,326494,1683397,182528,85956,46546,80707,1021984,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,213152,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,165867,97967,1291909,77416,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-20,9601,369716,89720,326494,1757344,182528,85956,46546,80707,1040998,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,213152,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,175009,97967,1291909,78867,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-21,9601,369716,89720,326494,1831292,182528,85956,46546,80707,1060011,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,213152,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,184152,97967,1291909,80319,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-22,9601,369716,89720,326494,1905240,182528,85956,46546,80707,1079025,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,200972,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,193294,97967,1291909,81770,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-23,9601,369716,89720,326494,1979187,182528,85956,46546,80707,1098039,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,188792,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,202436,97967,1291909,83222,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-24,9601,369716,89720,326494,2053135,182528,85956,46546,80707,1117052,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,176612,298876,13543,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,211579,97967,1291909,84674,38038,297356,445623,1812538,167494,395447,1875,218830,190687,40239,4655,,
2020-08-25,9601,369716,89720,326494,2127083,182528,119980,46546,80707,1136066,762014,294455,77639,628253,205760,107625,137646,550307,252717,420240,7997,418214,248731,176612,298876,9376,385914,4513,150476,10749,1083585,52311,230905,4041401,244479,211579,97967,1291909,84674,38038,297356,445623,1617341,167494,395447,1875,218830,190687,40239,4909,,
